gene_id	name	product	n_syn	n_mis	n_non	wmis_cv	pmis_cv	sample	contig	bin	phylum	contamination	pathway
LDIKHCHK_00845	dsbD	Thiol:disulfide interchange protein DsbD	34	19	0	0.205554977850102	2.0118201882191e-08	S2	NODE_162_length_120312_cov_331.378049	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_00845	dsbD	Thiol:disulfide interchange protein DsbD	32	20	0	0.229447473710715	2.19904599196852e-07	S3	NODE_162_length_120312_cov_331.378049	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_00845	dsbD	Thiol:disulfide interchange protein DsbD	27	15	0	0.206758584419813	6.80712170297859e-07	S17	NODE_162_length_120312_cov_331.378049	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_00852	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	4	5	0	0.575187101233336	0.459323637341249	S2	NODE_162_length_120312_cov_331.378049	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_00852	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	3	5	0	0.850966449454195	0.847529715838105	S3	NODE_162_length_120312_cov_331.378049	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_00852	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	0	3	0	0.52256566914801	0.207643195745197	S17	NODE_162_length_120312_cov_331.378049	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_00963	mrp	Iron-sulfur cluster carrier protein	19	1	0	0.0191948118751654	1.03637542991919e-10	S2	NODE_173_length_118362_cov_347.485280	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Iron
LDIKHCHK_00963	mrp	Iron-sulfur cluster carrier protein	19	1	0	0.0191183845767316	9.80028280750389e-11	S3	NODE_173_length_118362_cov_347.485280	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Iron
LDIKHCHK_00963	mrp	Iron-sulfur cluster carrier protein	19	1	0	0.0192300294939215	1.04402375633583e-10	S17	NODE_173_length_118362_cov_347.485280	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Iron
LDIKHCHK_01133	sauU	putative sulfoacetate transporter SauU	26	5	0	0.0766199562218544	2.03035477319702e-10	S2	NODE_181_length_117098_cov_323.745811	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01133	sauU	putative sulfoacetate transporter SauU	25	5	0	0.0794086851985579	5.74464031899424e-10	S3	NODE_181_length_117098_cov_323.745811	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01133	sauU	putative sulfoacetate transporter SauU	21	4	0	0.0766281099397061	1.26780032028151e-08	S17	NODE_181_length_117098_cov_323.745811	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01242	dsrE2	Sulfur carrier protein DsrE2	6	2	0	0.119893441788394	0.00658441957518385	S2	NODE_374_length_83369_cov_331.416737	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01242	dsrE2	Sulfur carrier protein DsrE2	7	3	0	0.149509153331153	0.00528930491629287	S3	NODE_374_length_83369_cov_331.416737	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01242	dsrE2	Sulfur carrier protein DsrE2	9	1	0	0.036997757292402	2.25894165492013e-05	S17	NODE_374_length_83369_cov_331.416737	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01245	glpE	Thiosulfate sulfurtransferase GlpE	5	2	0	0.183472537959732	0.0413753309541175	S2	NODE_374_length_83369_cov_331.416737	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01245	glpE	Thiosulfate sulfurtransferase GlpE	9	2	0	0.091965576497477	0.000453337221722805	S3	NODE_374_length_83369_cov_331.416737	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01245	glpE	Thiosulfate sulfurtransferase GlpE	9	3	0	0.136682208820515	0.00144416068132347	S17	NODE_374_length_83369_cov_331.416737	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01296	iscS	Cysteine desulfurase IscS	6	1	0	0.074294632300731	0.00390781075649105	S2	NODE_607_length_62238_cov_335.744400	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01296	iscS	Cysteine desulfurase IscS	6	1	0	0.0741508753130361	0.00387241228832058	S3	NODE_607_length_62238_cov_335.744400	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01296	iscS	Cysteine desulfurase IscS	6	1	0	0.073708358221475	0.00251545993936919	S17	NODE_607_length_62238_cov_335.744400	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01318	sufU	Zinc-dependent sulfurtransferase SufU	5	1	0	0.0886794095190314	0.0116562780317112	S2	NODE_607_length_62238_cov_335.744400	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01318	sufU	Zinc-dependent sulfurtransferase SufU	5	1	0	0.0887488150361527	0.0116623532236906	S3	NODE_607_length_62238_cov_335.744400	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01318	sufU	Zinc-dependent sulfurtransferase SufU	5	1	0	0.0853782333967777	0.0102173590743531	S17	NODE_607_length_62238_cov_335.744400	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01319	sufS	Cysteine desulfurase SufS	13	3	0	0.0814838366349538	6.28368614430386e-06	S2	NODE_607_length_62238_cov_335.744400	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01319	sufS	Cysteine desulfurase SufS	13	3	0	0.0809713742335993	5.93586627850584e-06	S3	NODE_607_length_62238_cov_335.744400	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01319	sufS	Cysteine desulfurase SufS	13	3	0	0.0816322567676905	6.28957758119775e-06	S17	NODE_607_length_62238_cov_335.744400	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01371	resA_1	Thiol-disulfide oxidoreductase ResA	0	2	0	0.718184446951973	0.620272713739788	S17	NODE_795_length_53740_cov_292.190891	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01518	efeU	Ferrous iron permease EfeU	13	5	0	0.140698305272546	8.76952429806899e-05	S2	NODE_4244_length_16801_cov_347.596620	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Iron
LDIKHCHK_01518	efeU	Ferrous iron permease EfeU	14	5	0	0.128927718541235	2.73535056312113e-05	S3	NODE_4244_length_16801_cov_347.596620	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Iron
LDIKHCHK_01518	efeU	Ferrous iron permease EfeU	14	5	0	0.130080804545009	2.93000821703915e-05	S17	NODE_4244_length_16801_cov_347.596620	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Iron
LDIKHCHK_01558	sauT	putative sulfoacetate--CoA ligase	47	11	0	0.0851256692835856	0	S2	NODE_6410_length_11834_cov_340.043467	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01558	sauT	putative sulfoacetate--CoA ligase	48	12	0	0.0906375613484719	0	S3	NODE_6410_length_11834_cov_340.043467	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01558	sauT	putative sulfoacetate--CoA ligase	48	13	0	0.0990524343042033	0	S17	NODE_6410_length_11834_cov_340.043467	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01626	fdhD	Sulfur carrier protein FdhD	17	4	0	0.0774154113918518	1.02148679959058e-07	S2	NODE_12654_length_6490_cov_360.591919	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01626	fdhD	Sulfur carrier protein FdhD	15	4	0	0.0876381561734385	1.12626999171361e-06	S3	NODE_12654_length_6490_cov_360.591919	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01626	fdhD	Sulfur carrier protein FdhD	17	4	0	0.0776874945358091	1.04772993059221e-07	S17	NODE_12654_length_6490_cov_360.591919	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01646	resA_2	Thiol-disulfide oxidoreductase ResA	23	9	0	0.155971553876746	5.35470010554207e-07	S2	NODE_17755_length_4912_cov_361.434630	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01646	resA_2	Thiol-disulfide oxidoreductase ResA	23	10	0	0.172757336713074	1.27330808674664e-06	S3	NODE_17755_length_4912_cov_361.434630	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
LDIKHCHK_01646	resA_2	Thiol-disulfide oxidoreductase ResA	21	9	0	0.168639428721593	2.95885050249911e-06	S17	NODE_17755_length_4912_cov_361.434630	SPAdes-MaxBin2Refined-S2.001	Firmicutes_E	0.99	Sulfur
PGNLFDMH_00092	dsrE2	Sulfur carrier protein DsrE2	13	2	0	0.0507823134723507	7.32180309048758e-07	S7	NODE_185_length_106991_cov_30.751300	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_00280	apbC	Iron-sulfur cluster carrier protein	1	1	0	0.28692239706795	0.115784350551249	S7	NODE_234_length_95873_cov_32.485138	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Iron
PGNLFDMH_00464	actP	Copper-transporting P-type ATPase	3	1	0	0.131194717766572	0.00244357286367369	S7	NODE_492_length_67417_cov_28.680087	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Copper
PGNLFDMH_00650	soeC	Sulfite dehydrogenase subunit C	8	1	0	0.0505087224851573	0.000250501655081226	S7	NODE_661_length_57476_cov_27.791540	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_00652	soeA	Sulfite dehydrogenase subunit A	11	1	0	0.031487483045405	2.15296925376585e-06	S5	NODE_661_length_57476_cov_27.791540	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_00652	soeA	Sulfite dehydrogenase subunit A	12	2	1	0.056961442994586	3.54289589843404e-06	S7	NODE_661_length_57476_cov_27.791540	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_00652	soeA	Sulfite dehydrogenase subunit A	2	3	0	0.473922488066021	0.139811812371415	S28	NODE_661_length_57476_cov_27.791540	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_00785	dsbD_1	Thiol:disulfide interchange protein DsbD	24	5	0	0.078304973387817	7.24148740971486e-10	S7	NODE_666_length_57364_cov_31.552601	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_00786	resA_1	Thiol-disulfide oxidoreductase ResA	10	3	0	0.130556291953699	0.000760952013539873	S7	NODE_666_length_57364_cov_31.552601	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_00798	dsbG	Thiol:disulfide interchange protein DsbG	3	2	0	0.368575287388571	0.324958310128562	S7	NODE_666_length_57364_cov_31.552601	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_00901	sat	Sulfate adenylyltransferase	11	2	0	0.0668770671489675	2.14523269495004e-05	S7	NODE_943_length_47511_cov_31.746207	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_01232	sseB	Putative thiosulfate sulfurtransferase SseB	0	1	0	0.39429536138279	0.271128296781341	S7	NODE_1685_length_32543_cov_29.577659	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_01233	yfcG_2	Disulfide-bond oxidoreductase YfcG	4	1	0	0.129740217886729	0.0506734452159373	S7	NODE_1685_length_32543_cov_29.577659	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_01526	ttcA	tRNA-cytidine(32) 2-sulfurtransferase	3	1	0	0.181925079572278	0.14326101228297	S7	NODE_2407_length_25176_cov_31.553043	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
PGNLFDMH_01793	resA_2	Thiol-disulfide oxidoreductase ResA	9	7	0	0.319017775958706	0.0292022126517389	S7	NODE_3466_length_19319_cov_32.434749	SPAdes-MetaBAT2Refined-S7.75	Proteobacteria	1.22	Sulfur
NDKKPKCF_00006	glpE	Thiosulfate sulfurtransferase GlpE	4	3	0	0.337918509890666	0.049928748215865	S17	NODE_459_length_91032_cov_7.439595	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_00007	tsdA	Thiosulfate dehydrogenase	12	1	0	0.0316002255294818	1.18357839085093e-06	S17	NODE_459_length_91032_cov_7.439595	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_00206	copB_1	Copper resistance protein B	0	1	0	0.250577500013521	0.0730291507870452	S17	NODE_793_length_65795_cov_7.483572	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Copper
NDKKPKCF_00207	copA_1	Copper resistance protein A	31	7	0	0.0733938467837923	2.23265850252119e-13	S2	NODE_793_length_65795_cov_7.483572	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Copper
NDKKPKCF_00207	copA_1	Copper resistance protein A	34	8	0	0.075907749402058	1.97619698383278e-14	S3	NODE_793_length_65795_cov_7.483572	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Copper
NDKKPKCF_00207	copA_1	Copper resistance protein A	4	2	0	0.215414464847147	0.0795128314003785	S5	NODE_793_length_65795_cov_7.483572	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Copper
NDKKPKCF_00207	copA_1	Copper resistance protein A	19	6	0	0.108035347526586	1.95548590764538e-07	S7	NODE_793_length_65795_cov_7.483572	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Copper
NDKKPKCF_00207	copA_1	Copper resistance protein A	2	1	0	0.319875650945991	0.380035114020591	S15	NODE_793_length_65795_cov_7.483572	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Copper
NDKKPKCF_00207	copA_1	Copper resistance protein A	77	27	1	0.112485441946947	0	S17	NODE_793_length_65795_cov_7.483572	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Copper
NDKKPKCF_00289	fetB	putative iron export permease protein FetB	5	3	0	0.255290443080868	0.0736636278936219	S17	NODE_798_length_65363_cov_7.533288	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Iron
NDKKPKCF_00291	nifS	Cysteine desulfurase NifS	0	1	0	0.164853849756444	0.0106274925441738	S17	NODE_798_length_65363_cov_7.533288	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_00645	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ	8	1	0	0.0446950449059655	0.000126071083832668	S17	NODE_1259_length_50397_cov_7.307695	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_01807	sauU_3	putative sulfoacetate transporter SauU	4	2	0	0.229751418088935	0.0266133024414994	S17	NODE_2815_length_30324_cov_7.210182	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_02349	cysD	Sulfate adenylyltransferase subunit 2	0	1	0	0.946438077056953	0.955692744336063	S15	NODE_4091_length_23098_cov_6.660808	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_02349	cysD	Sulfate adenylyltransferase subunit 2	3	1	0	0.163924431381694	0.014006170463906	S17	NODE_4091_length_23098_cov_6.660808	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_02482	atsA_1	Arylsulfatase	7	1	0	0.0579220216179763	0.000419038553672424	S17	NODE_4452_length_21785_cov_7.139301	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_02878	sauU_4	putative sulfoacetate transporter SauU	0	1	0	0.149122622229747	0.00581805658722678	S17	NODE_5374_length_18792_cov_7.293804	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_03041	sauU_5	putative sulfoacetate transporter SauU	1	1	0	0.144169223236119	0.00468018636389611	S17	NODE_5924_length_17409_cov_7.175521	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_03163	yihV	Sulfofructose kinase	6	1	0	0.0748438022162525	0.00400943831522804	S3	NODE_6542_length_16224_cov_8.210403	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_03163	yihV	Sulfofructose kinase	16	4	0	0.100312956641505	2.7727120650578e-06	S17	NODE_6542_length_16224_cov_8.210403	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_03215	atsA_2	Arylsulfatase	1	3	0	0.729454784543928	0.564147360232532	S3	NODE_7008_length_15357_cov_6.418834	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_03215	atsA_2	Arylsulfatase	4	7	0	0.703765463206604	0.404542050284358	S17	NODE_7008_length_15357_cov_6.418834	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Sulfur
NDKKPKCF_03357	apbC	Iron-sulfur cluster carrier protein	0	1	0	0.223651933192242	0.0469511492043487	S17	NODE_7455_length_14673_cov_7.266521	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Iron
NDKKPKCF_03601	iscU_2	Iron-sulfur cluster assembly scaffold protein IscU	2	1	0	0.308630093136414	0.302534894528181	S17	NODE_8932_length_12600_cov_6.953527	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Iron
NDKKPKCF_03910	fadF	putative iron-sulfur-binding oxidoreductase FadF	0	1	0	0.181292885511269	0.0177912350692363	S3	NODE_12367_length_9621_cov_7.187435	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Iron
NDKKPKCF_04242	copA_2	Copper resistance protein A	19	5	0	0.0865962071181527	3.46003088402824e-08	S17	NODE_18462_length_6767_cov_5.673272	SPAdes-MetaBAT2Refined-S17.76	Acidobacteriota	0	Copper
PLBEFDIH_00095	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ	4	1	0	0.103516728099403	0.0297711242380759	S2	NODE_2112_length_28838_cov_3.970816	SPAdes-MetaBAT2Refined-S2.60	Actinobacteriota	1.89	Sulfur
PLBEFDIH_00702	resA_1	Thiol-disulfide oxidoreductase ResA	5	2	0	0.191202612872036	0.0464880275758437	S2	NODE_8130_length_9550_cov_3.649710	SPAdes-MetaBAT2Refined-S2.60	Actinobacteriota	1.89	Sulfur
PLBEFDIH_00702	resA_1	Thiol-disulfide oxidoreductase ResA	0	1	0	0.332588797236452	0.17830025712462	S17	NODE_8130_length_9550_cov_3.649710	SPAdes-MetaBAT2Refined-S2.60	Actinobacteriota	1.89	Sulfur
JIBFLAPH_00551	suyB	(2R)-sulfolactate sulfo-lyase subunit beta	0	1	0	0.85782495825256	0.87494764994729	S15	NODE_10_length_257128_cov_10.801422	SPAdes-MetaBAT2Refined-S15.67	Dormibacterota	4.49	Sulfur
JIBFLAPH_04121	csoR	Copper-sensing transcriptional repressor CsoR	6	1	0	0.0743207409115568	0.00395008938683861	S15	NODE_784_length_54232_cov_10.359230	SPAdes-MetaBAT2Refined-S15.67	Dormibacterota	4.49	Copper
JLPDODBL_00461	xsc	Sulfoacetaldehyde acetyltransferase	15	3	0	0.0709498179426203	6.14508885443676e-07	S7	NODE_458_length_69611_cov_124.789882	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Sulfur
JLPDODBL_00628	sseA_1	3-mercaptopyruvate sulfurtransferase	21	6	0	0.103015664138195	4.2023210355957e-08	S2	NODE_600_length_60882_cov_59.301544	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Sulfur
JLPDODBL_00628	sseA_1	3-mercaptopyruvate sulfurtransferase	8	3	0	0.144410808023209	0.00292083511374985	S3	NODE_600_length_60882_cov_59.301544	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Sulfur
JLPDODBL_00628	sseA_1	3-mercaptopyruvate sulfurtransferase	25	11	0	0.157621395201672	9.84469414877509e-08	S17	NODE_600_length_60882_cov_59.301544	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Sulfur
JLPDODBL_00965	sfnG	FMNH(2)-dependent dimethylsulfone monooxygenase	0	1	0	0.294377965575803	0.125427336904738	S7	NODE_799_length_52361_cov_139.403051	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Sulfur
JLPDODBL_00992	ssuC_3	Putative aliphatic sulfonates transport permease protein SsuC	4	1	0	0.118997940368771	0.0276842932261977	S17	NODE_799_length_52361_cov_139.403051	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Sulfur
JLPDODBL_01088	cysK1	O-acetylserine sulfhydrylase	5	1	0	0.0789504136094626	0.00815843946255845	S7	NODE_890_length_48799_cov_133.779255	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Sulfur
JLPDODBL_01487	fadF	putative iron-sulfur-binding oxidoreductase FadF	8	2	0	0.0876666560415818	0.000573815263124278	S7	NODE_1192_length_40880_cov_134.019155	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Iron
JLPDODBL_01818	ssuB_3	Aliphatic sulfonates import ATP-binding protein SsuB	0	1	0	0.466483388430148	0.382599595156924	S7	NODE_1664_length_32806_cov_133.477512	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Sulfur
JLPDODBL_01916	dddP	Dimethlysulfonioproprionate lyase DddP	4	2	0	0.181428672188994	0.016285437902925	S17	NODE_1845_length_30391_cov_131.566225	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Sulfur
JLPDODBL_02231	copA_2	Copper-exporting P-type ATPase	3	4	0	0.661442118515535	0.412642579174207	S7	NODE_2267_length_26321_cov_134.592058	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Copper
JLPDODBL_02231	copA_2	Copper-exporting P-type ATPase	2	2	0	0.484404059856769	0.243845243938325	S28	NODE_2267_length_26321_cov_134.592058	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Copper
JLPDODBL_02759	mmcO	Multicopper oxidase MmcO	17	7	0	0.135947949736932	3.36411106405254e-06	S5	NODE_3077_length_21082_cov_129.662434	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Copper
JLPDODBL_03000	cycY	Thiol:disulfide interchange protein CycY	0	1	0	0.633825873598236	0.621704793626194	S7	NODE_3387_length_19634_cov_128.478421	SPAdes-MaxBin2Refined-S7.025	Proteobacteria	4	Sulfur
